Өрөөний_хувийн_дугаар,Хичээлийн_байр,Өрөөний_дугаар,Харьяалах_сургуулийн_нэр,Өрөөний_зориулалт,Талбайн_хэмжээ,Хичээлийн_хуваарь_тавих_боломж,Суудлын_тоо,Проектортой_эсэх
456f7c916471d6c020abbe8c75726f51,E-Номын сан,303,Номын сан,Лекцийн заал,185.00,МУИС-н хэмжээнд,171,Проектортой
b7903adf0f82af57a1b37e5046101b4c,E-Номын сан,304,Номын сан,Анги,59.00,МУИС-н хэмжээнд,40,Проекторгүй
2ad7096fd88c793c4514cd2b5c360613,E-Номын сан,305,Номын сан,Анги,59.00,МУИС-н хэмжээнд,40,Проекторгүй
e781221d561fe0fab04f186e4bbe2e6b,E-Номын сан,306,Номын сан,Номын сан,80.00,Хуваарь тавих боломжгүй,100,Проекторгүй
f22349aad5aac88046bcdd781c6d3498,E-Номын сан,307,Номын сан,Номын сан,43.00,Хуваарь тавих боломжгүй,30,Проекторгүй
b14c9c618ac50412b0504a12466bab62,E-Номын сан,401,Номын сан,Номын сан,20.00,Хуваарь тавих боломжгүй,1,Проекторгүй
178614bde580c1d2ed02ef3bd6d9c2e5,E-Номын сан,402,Номын сан,Албан ажлын өрөө,69.00,Хуваарь тавих боломжгүй,10,Проекторгүй
ed1d496c2ab8f03ba98d2b4f40bbf7b4,E-Номын сан,403,Номын сан,Анги,69.00,МУИС-н хэмжээнд,33,Проекторгүй
76cdef5b13454f1bf364db930591e798,E-Номын сан,404,Номын сан,Албан ажлын өрөө,71.00,Хуваарь тавих боломжгүй,1,Проекторгүй
39605f5bbd163fc9ad05314d6d097fb5,E-Номын сан,405,Номын сан,Албан ажлын өрөө,71.00,Хуваарь тавих боломжгүй,1,Проекторгүй
38f78acd00d1188b008cfedfc20f2bf4,E-Номын сан,406,Номын сан,Албан ажлын өрөө,62.00,Хуваарь тавих боломжгүй,1,Проекторгүй
cdd02a08d34506a74437368c4464cff2,E-Номын сан,407,Номын сан,Номын сан,20.00,Хуваарь тавих боломжгүй,6,Проекторгүй
61217080fe7695357ead62e1c7053972,E-Номын сан,408,Номын сан,Номын сан,21.00,Хуваарь тавих боломжгүй,6,Проекторгүй
bdbd31526a3c487aac36c58a259b1b8d,E-Номын сан,409,Номын сан,Номын сан,14.00,Хуваарь тавих боломжгүй,4,Проекторгүй
5874a4013fb8f6cfdb081192bfd37a33,E-Номын сан,410,Номын сан,Номын сан,30.00,Хуваарь тавих боломжгүй,1,Проекторгүй
d6e089596dfbc05984b905fb93282324,E-Номын сан,411,Номын сан,Номын сан,22.00,Хуваарь тавих боломжгүй,50,Проекторгүй
3dc6416acc5f4a23ccd2d4f94045b3fa,E-Номын сан,501,Номын сан,Сургалтын төв,11.00,Хуваарь тавих боломжгүй,2,Проекторгүй
9a33282c758fc9b8473c3bbdba024a28,E-Номын сан,502,Номын сан,Албан ажлын өрөө,75.00,Хуваарь тавих боломжгүй,100,Проекторгүй
5176870971797f9f0a948794269f7bc3,E-Номын сан,503,Номын сан,Лаборатори,20.00,МУИС-н хэмжээнд,5,Проекторгүй
ebfbe78e64fda4c768a921f4c41aeedd,E-Номын сан,504,Номын сан,Анги,15.00,МУИС-н хэмжээнд,10,Проекторгүй
7a3129c30e8bee77f939517d271675e3,E-Номын сан,505,Номын сан,Албан ажлын өрөө,3.00,Хуваарь тавих боломжгүй,0,Проекторгүй
d5db5de7cc6c9414edbc184b98f16e1a,E-Номын сан,506,Номын сан,Лаборатори,30.00,МУИС-н хэмжээнд,15,Проекторгүй
2230d3fa6ef4999044c69fbe7049ad5a,E-Номын сан,507,Номын сан,Албан ажлын өрөө,21.00,Хуваарь тавих боломжгүй,10,Проекторгүй
98df639328de211a51dda87b1c9f2ebb,E-Номын сан,508,Номын сан,Лаборатори,25.00,МУИС-н хэмжээнд,8,Проекторгүй
516cf8e81049105079234fe3c87fdbbc,E-Номын сан,509,Номын сан,Албан ажлын өрөө,3.00,Хуваарь тавих боломжгүй,0,Проекторгүй
414d93ed003e16ffbc1085464736399a,E-Номын сан,510,Номын сан,Албан ажлын өрөө,21.00,Хуваарь тавих боломжгүй,10,Проекторгүй
7aab2cac326485eec4f1d7a47ad3414d,E-Номын сан,511,Номын сан,Албан ажлын өрөө,20.00,Хуваарь тавих боломжгүй,10,Проекторгүй
472158d68dd6cf87af08bd66b0b86c90,E-Номын сан,512,Номын сан,Лаборатори,25.00,МУИС-н хэмжээнд,15,Проекторгүй
4354cfca5faf071dd6c539f4fdd41945,E-Номын сан,513,Номын сан,Албан ажлын өрөө,9.00,Хуваарь тавих боломжгүй,1,Проекторгүй
83369a224bfad3245638a6a439d09049,E-Номын сан,514,Номын сан,Албан ажлын өрөө,1.00,Хуваарь тавих боломжгүй,1,Проекторгүй
11eaf357ebbeba9a2aec206106a5276c,E-Номын сан,515,Номын сан,Албан ажлын өрөө,1.00,Хуваарь тавих боломжгүй,1,Проекторгүй
62eeb611b58b37c5032fee9ff37c16ed,E-Номын сан,516,Номын сан,Албан ажлын өрөө,10.00,Хуваарь тавих боломжгүй,0,Проекторгүй
422fe6309f25c7d113c3fe1b256cefe3,E-Номын сан,517,Номын сан,Сургалтын төв,15.00,Хуваарь тавих боломжгүй,4,Проекторгүй
62e7a8374d406d59595c6ae91de245c9,E-Номын сан,601,Номын сан,Албан ажлын өрөө,10.00,Хуваарь тавих боломжгүй,10,Проекторгүй
279865b1bd81fe2934bf379be9efc2fc,E-Номын сан,602,Номын сан,Албан ажлын өрөө,18.00,Хуваарь тавих боломжгүй,8,Проекторгүй
51f1dd8fed52b9c51064cbc87b6f2bfb,E-Номын сан,603,Номын сан,Албан ажлын өрөө,17.00,Хуваарь тавих боломжгүй,2,Проекторгүй
00a707f7dc4277a9e77863adff59d54c,E-Номын сан,604,Номын сан,Албан ажлын өрөө,25.00,Хуваарь тавих боломжгүй,12,Проекторгүй
93cacf3a9d6718f06c4357e3455d1780,E-Номын сан,605,Номын сан,Албан ажлын өрөө,18.00,Хуваарь тавих боломжгүй,2,Проекторгүй
a5dd2da758c0d6103c3e13baf90937ce,E-Номын сан,606,Номын сан,Лаборатори,35.00,МУИС-н хэмжээнд,15,Проектортой
4d025ad3e87cb87953473d6dcb3826fd,E-Номын сан,607,Номын сан,Албан ажлын өрөө,16.00,Хуваарь тавих боломжгүй,2,Проекторгүй
44e22a6f81d542d4eb6328242f0ac8af,E-Номын сан,610,Номын сан,Анги,20.00,Харъяа сургуульд,15,Проекторгүй
99bfc988d5b9d7df5b16732087898294,E-Номын сан,611,Номын сан,Албан ажлын өрөө,18.00,Хуваарь тавих боломжгүй,5,Проекторгүй
af8968bbdf1ea9ef7e64fb65a2baf6c4,E-Номын сан,613,Номын сан,Анги,15.00,МУИС-н хэмжээнд,8,Проекторгүй
58dcbc71d19d301aa55b457ea01fdb81,E-Номын сан,614,Номын сан,Албан ажлын өрөө,31.00,Хуваарь тавих боломжгүй,5,Проекторгүй
ac3154c31ca329b8ddeea8fa22610944,E-Номын сан,615,Номын сан,Албан ажлын өрөө,16.00,Хуваарь тавих боломжгүй,15,Проектортой
d1c16de1663a10425d40b55af45aa848,E-Номын сан,616,Номын сан,Анги,20.00,МУИС-н хэмжээнд,12,Проекторгүй
e53b2d2e614cc5d2556772289db9a770,E-Номын сан,617,Номын сан,Албан ажлын өрөө,20.00,Хуваарь тавих боломжгүй,2,Проекторгүй
75facef88f14271d88da04d11bbc7111,E-Номын сан,619,Номын сан,Албан ажлын өрөө,18.00,Хуваарь тавих боломжгүй,5,Проекторгүй
ba00095bd7e797100c350b54ddef6ea4,Хичээлийн байр 5,108,"Олон улсын харилцаа, нийтийн удирдлагын сургууль",Үйлдвэрлэл үйлчилгээний,14.00,Хуваарь тавих боломжгүй,8,Проекторгүй
eb00e963057153a522ff44fb4243145e,Хичээлийн байр 5,109,"Олон улсын харилцаа, нийтийн удирдлагын сургууль",Агуулах,12.00,Хуваарь тавих боломжгүй,0,Проекторгүй
daab21bfc53be9aac538717c0fc78385,Хичээлийн байр 5,201 а,"Олон улсын харилцаа, нийтийн удирдлагын сургууль",Албан ажлын өрөө,17.00,Хуваарь тавих боломжгүй,1,Проекторгүй
7074c7a1f840be6d0819eb9c52c1bb10,Хичээлийн байр 5,201 б,"Олон улсын харилцаа, нийтийн удирдлагын сургууль",Албан ажлын өрөө,37.00,Хуваарь тавих боломжгүй,4,Проекторгүй
bba05a01cbc2a208e1876ec672b55ea1,Хичээлийн байр 5,202,"Олон улсын харилцаа, нийтийн удирдлагын сургууль",Анги,76.00,МУИС-н хэмжээнд,85,Проектортой
2954cac68c867d71fb09c11a024b8c65,Хичээлийн байр 5,203,"Олон улсын харилцаа, нийтийн удирдлагын сургууль",Албан ажлын өрөө,55.00,Хуваарь тавих боломжгүй,14,Проекторгүй
7a606ce04f9ba72ca23ff3d62cb95630,Хичээлийн байр 5,204 а,"Олон улсын харилцаа, нийтийн удирдлагын сургууль",Албан ажлын өрөө,36.00,Хуваарь тавих боломжгүй,1,Проекторгүй
7adc53fb0a5372359e1d182056253b6f,Хичээлийн байр 5,204 б,"Олон улсын харилцаа, нийтийн удирдлагын сургууль",Албан ажлын өрөө,19.00,Хуваарь тавих боломжгүй,2,Проекторгүй
c21edea5e86ec9c42e76ef159fcb2612,Хичээлийн байр 5,205,"Олон улсын харилцаа, нийтийн удирдлагын сургууль",Анги,47.00,МУИС-н хэмжээнд,15,Проектортой
ec20a59c52494827c6da820362698de1,Хичээлийн байр 5,206,"Олон улсын харилцаа, нийтийн удирдлагын сургууль",Албан ажлын өрөө,13.00,Хуваарь тавих боломжгүй,0,Проекторгүй
e7018a83b4681a883f5baf9784161f51,Хичээлийн байр 5,207,"Олон улсын харилцаа, нийтийн удирдлагын сургууль",Агуулах,13.00,Хуваарь тавих боломжгүй,0,Проекторгүй
1a6408a0c3e5418de497e541ab2dd313,Хичээлийн байр 5,208,"Олон улсын харилцаа, нийтийн удирдлагын сургууль",Анги,32.00,МУИС-н хэмжээнд,26,Проектортой
2b6f70e476a2027dc5341beb63bb9ca2,Хичээлийн байр 5,301,"Олон улсын харилцаа, нийтийн удирдлагын сургууль",Багш нарын өрөө,55.00,Хуваарь тавих боломжгүй,8,Проекторгүй
2df7ff43396490265d57dc032db72cf5,Хичээлийн байр 5,302,"Олон улсын харилцаа, нийтийн удирдлагын сургууль",Анги,44.00,МУИС-н хэмжээнд,32,Проектортой
f77f8446d0e049adecdae0ffcca4f089,Хичээлийн байр 5,303,"Олон улсын харилцаа, нийтийн удирдлагын сургууль",Анги,49.00,Харъяа сургуульд,30,Проектортой
300a41acf14c26088c9824330fc61a87,Хичээлийн байр 5,304 а,"Олон улсын харилцаа, нийтийн удирдлагын сургууль",Бие даах төв,44.00,Хуваарь тавих боломжгүй,3,Проекторгүй
0a5b367a9612aa4becd92c4288f3341e,Хичээлийн байр 5,304 б,"Олон улсын харилцаа, нийтийн удирдлагын сургууль",Бие даах төв,69.00,Хуваарь тавих боломжгүй,60,Проекторгүй
109fa6cec4b3faf9db32e32c1db20f60,Хичээлийн байр 5,305,"Олон улсын харилцаа, нийтийн удирдлагын сургууль",Лекцийн заал,113.00,МУИС-н хэмжээнд,160,Проектортой
cd462add2cfa2259a27d63ea4064168e,Хичээлийн байр 5,306,"Олон улсын харилцаа, нийтийн удирдлагын сургууль",Албан ажлын өрөө,12.00,Хуваарь тавих боломжгүй,2,Проекторгүй
712a1caad5cd463bbec4b7ab6dec8342,Хичээлийн байр 5,307,"Олон улсын харилцаа, нийтийн удирдлагын сургууль",Анги,45.00,Харъяа сургуульд,14,Проектортой
98b6e101bf56e27fd5654999045ad71f,Хичээлийн байр 5,308,"Олон улсын харилцаа, нийтийн удирдлагын сургууль",Номын сан,15.00,Хуваарь тавих боломжгүй,0,Проекторгүй
5210a31b65be2c88d02b46b2e1a7be46,Хичээлийн байр 5,309,"Олон улсын харилцаа, нийтийн удирдлагын сургууль",Анги,60.00,МУИС-н хэмжээнд,34,Проектортой
b4d0d545234073d31bfac97a7efcdf5b,Хичээлийн байр 5,401,"Олон улсын харилцаа, нийтийн удирдлагын сургууль",Багш нарын өрөө,18.00,Хуваарь тавих боломжгүй,4,Проекторгүй
b7d88bb76fcb4a37b7ff929be8c3ffd5,Хичээлийн байр 5,402,"Олон улсын харилцаа, нийтийн удирдлагын сургууль",Багш нарын өрөө,37.00,Хуваарь тавих боломжгүй,7,Проектортой
2bfc71192ee0b3a8b8defdddb4492d30,Хичээлийн байр 5,403,"Олон улсын харилцаа, нийтийн удирдлагын сургууль",Багш нарын өрөө,44.00,Хуваарь тавих боломжгүй,9,Проекторгүй
f69d99a38347c7d11cfd3ede890631a7,Хичээлийн байр 5,404,"Олон улсын харилцаа, нийтийн удирдлагын сургууль",Анги,49.00,МУИС-н хэмжээнд,29,Проектортой
7cd5088f8d2f1b13c474d6c3d2429870,Хичээлийн байр 5,405,"Олон улсын харилцаа, нийтийн удирдлагын сургууль",Анги,44.00,МУИС-н хэмжээнд,32,Проектортой
cdac21d4208306b9b15552e0e4ce0569,Хичээлийн байр 5,406,"Олон улсын харилцаа, нийтийн удирдлагын сургууль",Анги,74.00,МУИС-н хэмжээнд,44,Проектортой
2ae677ad7073528b427458e711e43eb4,Хичээлийн байр 5,407,"Олон улсын харилцаа, нийтийн удирдлагын сургууль",Лекцийн заал,113.00,МУИС-н хэмжээнд,130,Проектортой
95e6b784c3441333eeebd14d66daf881,Хичээлийн байр 5,408,"Олон улсын харилцаа, нийтийн удирдлагын сургууль",Албан ажлын өрөө,12.00,Хуваарь тавих боломжгүй,2,Проекторгүй
544cea8d417f55138e0b657cfd21be76,Хичээлийн байр 5,409,"Олон улсын харилцаа, нийтийн удирдлагын сургууль",Анги,45.00,МУИС-н хэмжээнд,35,Проектортой
6b6d79621b15fbc9223f83bf07cb04b7,Хичээлийн байр 5,410,"Олон улсын харилцаа, нийтийн удирдлагын сургууль",Анги,59.00,МУИС-н хэмжээнд,40,Проектортой
f45b839b7413a5f16f630bc69aab3e39,Хичээлийн байр 5,607,"Олон улсын харилцаа, нийтийн удирдлагын сургууль",Агуулах,34.00,Хуваарь тавих боломжгүй,0,Проекторгүй
2190ccafb23053ca9109b45580c32729,Хичээлийн байр 3А,200 а,Хууль зүйн сургууль,Анги,40.00,МУИС-н хэмжээнд,80,Проектортой
29caac4c4b074f90bd26491d94cbb862,Хичээлийн байр 3А,331,Хууль зүйн сургууль,Лекцийн заал,185.00,МУИС-н хэмжээнд,180,Проектортой
7cd08f90d333ca75a2c4c35ce69d09a6,Хичээлийн байр 3Б,100,Хууль зүйн сургууль,Сургалтын төв,17.00,Хуваарь тавих боломжгүй,1,Проекторгүй
592044e867af84adaeebcbbba3174263,Хичээлийн байр 3Б,101,Хууль зүйн сургууль,Анги,73.00,Харъяа сургуульд,85,Проектортой
68f214e8f8faa79e12285ef58528c049,Хичээлийн байр 3Б,103,Хууль зүйн сургууль,Багш нарын өрөө,16.00,Хуваарь тавих боломжгүй,3,Проекторгүй
688640244ceb9caec2201eede5542844,Хичээлийн байр 3Б,104,Хууль зүйн сургууль,Хичээлийн танхим,51.00,Харъяа сургуульд,31,Проектортой
b0b090b560775c40fbbaa4fed1a16810,Хичээлийн байр 3Б,201,Хууль зүйн сургууль,Анги,16.00,Харъяа сургуульд,24,Проектортой
64c19420d01c19d4928b4b2df2ed771c,Хичээлийн байр 3Б,202,Хууль зүйн сургууль,Албан ажлын өрөө,16.00,Хуваарь тавих боломжгүй,4,Проекторгүй
69c094b6984a23039b64f5d565a1f470,Хичээлийн байр 3Б,203,Хууль зүйн сургууль,Анги,52.00,Харъяа сургуульд,30,Проектортой
e9d782fb6799fb8001f2f43a0246bca5,Хичээлийн байр 3Б,204,Хууль зүйн сургууль,Багш нарын өрөө,16.00,Хуваарь тавих боломжгүй,2,Проекторгүй
5328147911fb9bfd03fb878aa3d408c9,Хичээлийн байр 3Б,205,Хууль зүйн сургууль,Номын сан,151.00,Хуваарь тавих боломжгүй,20,Проекторгүй
744f89a08f8a1c4883dc751e36a0f2dd,Хичээлийн байр 3Б,206,Хууль зүйн сургууль,Албан ажлын өрөө,50.00,Хуваарь тавих боломжгүй,6,Проекторгүй
bf6b1868f3378a2422adac7af5933e43,Хичээлийн байр 3Б,207,Хууль зүйн сургууль,Албан ажлын өрөө,21.00,Хуваарь тавих боломжгүй,3,Проекторгүй
52d266973040c705f8e0b0f81968e6d5,Хичээлийн байр 3Б,208,Хууль зүйн сургууль,Албан ажлын өрөө,51.00,Хуваарь тавих боломжгүй,40,Проектортой
9e764ad3ceb0d66243819c619492ed54,Хичээлийн байр 3Б,301,Хууль зүйн сургууль,Багш нарын өрөө,16.00,Хуваарь тавих боломжгүй,3,Проекторгүй
e5612afdc6a38a9051cb455b1325de73,Хичээлийн байр 3Б,302,Хууль зүйн сургууль,Анги,73.00,МУИС-н хэмжээнд,80,Проектортой
8d73ce762a35ce3d4ad66f7c065c5d31,Хичээлийн байр 3Б,303,Хууль зүйн сургууль,Багш нарын өрөө,17.00,Хуваарь тавих боломжгүй,1,Проекторгүй
fab9b0f1391740bf151c02f9231e7738,Хичээлийн байр 3Б,304,Хууль зүйн сургууль,Багш нарын өрөө,17.00,Хуваарь тавих боломжгүй,15,Проекторгүй
48f0247fc5b016979b8e75b68354ef52,Хичээлийн байр 3Б,305,Хууль зүйн сургууль,Багш нарын өрөө,20.00,Хуваарь тавих боломжгүй,4,Проекторгүй
874df4a7ec0a8a547ef1f517328414e5,Хичээлийн байр 3Б,306,Хууль зүйн сургууль,Багш нарын өрөө,20.00,Хуваарь тавих боломжгүй,5,Проекторгүй
97946d18c3cfac0d18e644c69c7c41a9,Хичээлийн байр 3Б,307,Хууль зүйн сургууль,Анги,37.00,Харъяа сургуульд,30,Проектортой
a6ebbf571fc1a5560fab059e952c6e58,Хичээлийн байр 3Б,308,Хууль зүйн сургууль,Анги,37.00,Харъяа сургуульд,30,Проектортой
0bd1f70bdccde360985dc75a78127518,Хичээлийн байр 3Б,309,Хууль зүйн сургууль,Албан ажлын өрөө,70.00,Хуваарь тавих боломжгүй,3,Проекторгүй
e5e918e16395192b136545d64ad579c1,Хичээлийн байр 3Б,310,Хууль зүйн сургууль,Анги,38.00,Харъяа сургуульд,30,Проектортой
64cb5ae219df3fa02d50dc7c1b4a54cb,Хичээлийн байр 3Б,311,Хууль зүйн сургууль,Агуулах,32.00,Хуваарь тавих боломжгүй,0,Проекторгүй
525f23ebfe9a24fb94b73725554ab968,Хичээлийн байр 3Б,312,Хууль зүйн сургууль,Анги,42.00,Харъяа сургуульд,35,Проектортой
18ac47dae286e4c5efa41d9988805915,Хичээлийн байр 3Б,313,Хууль зүйн сургууль,Анги,27.00,МУИС-н хэмжээнд,30,Проектортой
b07c7284d517bef63c102f002d40d179,Хичээлийн байр 3Б,315,Хууль зүйн сургууль,Анги,28.00,Харъяа сургуульд,15,Проектортой
4318ce8396f7ea97606ae972b9e05aab,Хичээлийн байр 3Б,316,Хууль зүйн сургууль,Багш нарын өрөө,16.00,Хуваарь тавих боломжгүй,6,Проекторгүй
6ce9208348abdddc7e39004ec9e436cf,Хичээлийн байр 3Б,318,Хууль зүйн сургууль,Багш нарын өрөө,16.00,Хуваарь тавих боломжгүй,1,Проекторгүй
4955173b0a2678fedd6aad2892fcc90f,Хичээлийн байр 3Б,319,Хууль зүйн сургууль,Анги,35.00,Харъяа сургуульд,33,Проектортой
42f0b4dc86f287a1f48371ed89b14bd8,Хичээлийн байр 3Б,320,Хууль зүйн сургууль,Багш нарын өрөө,35.00,Хуваарь тавих боломжгүй,8,Проекторгүй
a17d4a9b9ed7e0df84785b29d4d8d731,Хичээлийн байр 3Б,321,Хууль зүйн сургууль,Багш нарын өрөө,17.00,Хуваарь тавих боломжгүй,4,Проекторгүй
f5458f75b8da243d9043e11d580acae2,Хичээлийн байр 3Б,322,Хууль зүйн сургууль,Багш нарын өрөө,17.00,Хуваарь тавих боломжгүй,4,Проекторгүй
0e5a2b1f902344bd4f3ae4ee16cc3717,Хичээлийн байр 3Б,323,Хууль зүйн сургууль,Анги,35.00,Харъяа сургуульд,30,Проектортой
323437957a99c16665183d4480662f7e,Хичээлийн байр 3Б,324,Хууль зүйн сургууль,Багш нарын өрөө,18.00,Хуваарь тавих боломжгүй,3,Проекторгүй
7243a8fe74618470addb723876b388ce,Хичээлийн байр 3Б,325,Хууль зүйн сургууль,Багш нарын өрөө,17.00,Хуваарь тавих боломжгүй,6,Проекторгүй
b37a5130435834b18d5d3b1494ff1093,Хичээлийн байр 3Б,326,Хууль зүйн сургууль,Багш нарын өрөө,37.00,Хуваарь тавих боломжгүй,9,Проекторгүй
8c12d56ec75df2b4613b48e17ca9bd32,Хичээлийн байр 3Б,327,Хууль зүйн сургууль,Багш нарын өрөө,21.00,Хуваарь тавих боломжгүй,5,Проекторгүй
9f52f5ea9bc4da39ef865c98104381b4,Хичээлийн байр 3Б,328,Хууль зүйн сургууль,Анги,35.00,МУИС-н хэмжээнд,30,Проектортой
489bf5e90e46619cee0ff769e61a993c,Хичээлийн байр 3Б,330,Хууль зүйн сургууль,Анги,36.00,Харъяа сургуульд,30,Проектортой
1f9d51cbafbacac455afc61b805abeca,Хичээлийн байр 3Б,332,Хууль зүйн сургууль,Анги,36.00,Харъяа сургуульд,27,Проектортой
ad9d22b1b5af1caeb026173f3d3055f5,Хичээлийн төв байр,121,Хууль зүйн сургууль,Албан ажлын өрөө,19.00,Хуваарь тавих боломжгүй,1,Проекторгүй
b4a3df812cf6b56de6a00b0fd78c78b9,Хичээлийн төв байр,318,Хууль зүйн сургууль,Багш нарын өрөө,16.00,Хуваарь тавих боломжгүй,1,Проекторгүй
dea54b0f4e468823803b7e22e052dae6,Хичээлийн байр 3А,10,"Хэрэглээний шинжлэх ухаан, инженерчлэлийн сургууль",Хичээлийн танхим,123.00,Харъяа сургуульд,100,Проекторгүй
5fae48d357be09f238caaeaa94e7abec,Хичээлийн байр 3А,101,"Хэрэглээний шинжлэх ухаан, инженерчлэлийн сургууль",Багш нарын өрөө,16.00,Хуваарь тавих боломжгүй,2,Проекторгүй
5ea016720444e9fcdbae109fe7d8445f,Хичээлийн байр 3А,102,"Хэрэглээний шинжлэх ухаан, инженерчлэлийн сургууль",Албан ажлын өрөө,30.00,Хуваарь тавих боломжгүй,1,Проекторгүй
c73de8b970dea48f6206f8593d1468ef,Хичээлийн байр 3А,103,"Хэрэглээний шинжлэх ухаан, инженерчлэлийн сургууль",Анги,35.00,Харъяа сургуульд,30,Проектортой
eaec0e159d9499888d10a8ed25f2b886,Хичээлийн байр 3А,104,"Хэрэглээний шинжлэх ухаан, инженерчлэлийн сургууль",Багш нарын өрөө,19.00,Хуваарь тавих боломжгүй,6,Проекторгүй
34dcd1061e7a8e33358349f1c1467b8b,Хичээлийн байр 3А,105,"Хэрэглээний шинжлэх ухаан, инженерчлэлийн сургууль",Багш нарын өрөө,18.00,Хуваарь тавих боломжгүй,4,Проектортой
0a7a9e91d1a97f9f03b2ebd9926855e0,Хичээлийн байр 3А,106,"Хэрэглээний шинжлэх ухаан, инженерчлэлийн сургууль",Багш нарын өрөө,28.00,Хуваарь тавих боломжгүй,2,Проекторгүй
e108592cecdd9b6c72e143bd73df9302,Хичээлийн байр 3А,107,"Хэрэглээний шинжлэх ухаан, инженерчлэлийн сургууль",Лаборатори,26.00,Харъяа сургуульд,10,Проекторгүй
1bf4c6c6524d1c4d64e43b1ba21bec2f,Хичээлийн байр 3А,108,"Хэрэглээний шинжлэх ухаан, инженерчлэлийн сургууль",Лаборатори,43.00,Харъяа сургуульд,26,Проектортой
dc0b0a20c2e9d4905cd95171bcb6565d,Хичээлийн байр 3А,109,"Хэрэглээний шинжлэх ухаан, инженерчлэлийн сургууль",Лаборатори,27.00,Харъяа сургуульд,15,Проекторгүй
e446d054110c001b3721972583406440,Хичээлийн байр 3А,110,"Хэрэглээний шинжлэх ухаан, инженерчлэлийн сургууль",Лаборатори,18.00,Харъяа сургуульд,6,Проекторгүй
6297e10b5333862df74252870217fe35,Хичээлийн байр 3А,111,"Хэрэглээний шинжлэх ухаан, инженерчлэлийн сургууль",Анги,38.00,МУИС-н хэмжээнд,32,Проекторгүй
b4c57f1c30328116fe8b0fba23dc4c51,Хичээлийн байр 3А,113,"Хэрэглээний шинжлэх ухаан, инженерчлэлийн сургууль",Албан ажлын өрөө,32.00,Хуваарь тавих боломжгүй,5,Проекторгүй
e96b220e3e6d42ed42da0218b3b827ef,Хичээлийн байр 3А,114,"Хэрэглээний шинжлэх ухаан, инженерчлэлийн сургууль",Анги,69.00,МУИС-н хэмжээнд,70,Проектортой
18f057328cd63300d5d29171bc8ff9cd,Хичээлийн байр 3А,115,"Хэрэглээний шинжлэх ухаан, инженерчлэлийн сургууль",Лаборатори,34.00,Харъяа сургуульд,27,Проектортой
6b1bc5e216d56fa5ee11b473b1c9c19f,Хичээлийн байр 3А,116,"Хэрэглээний шинжлэх ухаан, инженерчлэлийн сургууль",Анги,37.00,МУИС-н хэмжээнд,30,Проекторгүй
0860819cc64ffac0dfa3f51a035fac6c,Хичээлийн байр 3А,117,"Хэрэглээний шинжлэх ухаан, инженерчлэлийн сургууль",Анги,54.00,Харъяа сургуульд,54,Проектортой
649f19deff242397c599d59f9af7a748,Хичээлийн байр 3А,118,"Хэрэглээний шинжлэх ухаан, инженерчлэлийн сургууль",Багш нарын өрөө,15.00,Хуваарь тавих боломжгүй,4,Проекторгүй
b7c4a0b19fc6e522f903911a56715ac9,Хичээлийн байр 3А,119,"Хэрэглээний шинжлэх ухаан, инженерчлэлийн сургууль",Анги,32.00,Харъяа сургуульд,30,Проектортой
2c92f9e66cf332b0c4f58b73074f6ba4,Хичээлийн байр 3А,120,"Хэрэглээний шинжлэх ухаан, инженерчлэлийн сургууль",Лаборатори,35.00,Харъяа сургуульд,16,Проекторгүй
fe432a512b4ab71120c734f53b3ded05,Хичээлийн байр 3А,121,"Хэрэглээний шинжлэх ухаан, инженерчлэлийн сургууль",Албан ажлын өрөө,19.00,Хуваарь тавих боломжгүй,3,Проекторгүй
